10, 33, 1
10, 10, 0
10, 10, 1
10, 10, 2
10, 10, 3
10, 50, 0
10, 50, 1
10, 51, 0
10, 51, 3
10, 52, 2
10, 52, 3
10, 53, 1
10, 53, 2
10, 40, 0
10, 41, 0
10, 41, 2
10, 41, 3
10, 42, 2
10, 43, 0
10, 43, 1
10, 43, 2
10, 20, 0
10, 20, 2
11, 00, 0
11, 00, 2
11, 30, 2
11, 31, 0
11, 31, 1
11, 31, 2
11, 32, 0
11, 33, 0
11, 33, 2
11, 33, 3
11, 11, 0
11, 11, 1
11, 11, 2
11, 11, 3
11, 50, 2
11, 50, 3
11, 51, 1
11, 51, 2
11, 52, 0
11, 52, 1
11, 53, 0
11, 53, 3
11, 40, 1
11, 40, 2
11, 40, 3
11, 41, 1
11, 42, 0
11, 42, 1
11, 42, 3
11, 43, 3
11, 20, 1
11, 20, 3
50, 00, 0
50, 00, 3
50, 30, 3
50, 31, 0
50, 31, 1
50, 31, 3
50, 32, 0
50, 32, 2
50, 32, 3
50, 33, 0
50, 10, 2
50, 10, 3
50, 11, 0
50, 11, 1
50, 51, 1
50, 51, 3
50, 52, 0
50, 52, 1
50, 52, 2
50, 52, 3
50, 53, 0
50, 53, 2
50, 40, 1
50, 41, 1
50, 41, 2
50, 41, 3
50, 42, 0
50, 42, 1
50, 42, 2
50, 43, 2
50, 20, 1
50, 20, 2
51, 00, 0
51, 00, 1
51, 30, 1
51, 31, 0
51, 32, 0
51, 32, 1
51, 32, 2
51, 33, 0
51, 33, 1
51, 33, 3
51, 10, 1
51, 10, 2
51, 11, 0
51, 11, 3
51, 50, 1
51, 50, 3
51, 52, 0
51, 52, 2
51, 53, 0
51, 53, 1
51, 53, 2
51, 53, 3
51, 40, 3
51, 41, 2
51, 42, 0
51, 42, 2
51, 42, 3
51, 43, 1
51, 43, 2
51, 43, 3
51, 20, 2
51, 20, 3
52, 00, 1
52, 00, 2
52, 30, 0
52, 30, 1
52, 30, 2
52, 31, 2
52, 32, 1
52, 33, 1
52, 33, 2
52, 33, 3
52, 10, 0
52, 10, 1
52, 11, 2
52, 11, 3
52, 50, 0
52, 50, 1
52, 50, 2
52, 50, 3
52, 51, 0
52, 51, 2
52, 53, 1
52, 53, 3
52, 40, 0
52, 40, 2
52, 40, 3
52, 41, 0
52, 42, 3
52, 43, 0
52, 43, 1
52, 43, 3
52, 20, 0
52, 20, 3
53, 00, 2
53, 00, 3
53, 30, 0
53, 30, 2
53, 30, 3
53, 31, 1
53, 31, 2
53, 31, 3
53, 32, 3
53, 33, 2
53, 10, 0
53, 10, 3
53, 11, 1
53, 11, 2
53, 50, 0
53, 50, 2
53, 51, 0
53, 51, 1
53, 51, 2
53, 51, 3
53, 52, 1
53, 52, 3
53, 40, 0
53, 40, 1
53, 40, 2
53, 41, 0
53, 41, 1
53, 41, 3
53, 42, 1
53, 43, 0
53, 20, 0
53, 20, 1
40, 00, 0
40, 31, 0
40, 31, 1
40, 32, 0
40, 32, 2
40, 33, 0
40, 33, 3
40, 10, 2
40, 11, 0
40, 11, 1
40, 11, 3
40, 50, 3
40, 51, 1
40, 52, 0
40, 52, 1
40, 52, 2
40, 53, 0
40, 53, 2
40, 53, 3
40, 40, 1
40, 40, 3
40, 41, 1
40, 41, 2
40, 42, 0
40, 42, 1
40, 42, 2
40, 42, 3
40, 43, 2
40, 43, 3
40, 20, 1
40, 20, 2
40, 20, 3
41, 00, 1
41, 30, 0
41, 30, 1
41, 32, 1
41, 32, 2
41, 33, 1
41, 33, 3
41, 10, 0
41, 10, 1
41, 10, 2
41, 11, 3
41, 50, 0
41, 50, 1
41, 50, 3
41, 51, 0
41, 52, 2
41, 53, 1
41, 53, 2
41, 53, 3
41, 40, 0
41, 40, 3
41, 41, 0
41, 41, 2
41, 42, 2
41, 42, 3
41, 43, 0
41, 43, 1
41, 43, 2
41, 43, 3
41, 20, 0
41, 20, 2
41, 20, 3
42, 00, 2
42, 30, 0
42, 30, 2
42, 31, 1
42, 31, 2
42, 33, 2
42, 33, 3
42, 10, 0
42, 11, 1
42, 11, 2
42, 11, 3
42, 50, 0
42, 50, 2
42, 50, 3
42, 51, 0
42, 51, 1
42, 51, 2
42, 52, 1
42, 53, 3
42, 40, 0
42, 40, 1
42, 40, 2
42, 40, 3
42, 41, 0
42, 41, 1
42, 42, 1
42, 42, 3
42, 43, 0
42, 43, 3
42, 20, 0
42, 20, 1
42, 20, 3
43, 00, 3
43, 30, 0
43, 30, 3
43, 31, 1
43, 31, 3
43, 32, 2
43, 32, 3
43, 10, 0
43, 10, 2
43, 10, 3
43, 11, 1
43, 50, 0
43, 51, 0
43, 51, 1
43, 51, 3
43, 52, 1
43, 52, 2
43, 52, 3
43, 53, 2
43, 40, 0
43, 40, 1
43, 41, 0
43, 41, 1
43, 41, 2
43, 41, 3
43, 42, 1
43, 42, 2
43, 43, 0
43, 43, 2
43, 20, 0
43, 20, 1
43, 20, 2
20, 30, 0
20, 31, 1
20, 32, 2
20, 33, 3
20, 10, 0
20, 10, 2
20, 11, 1
20, 11, 3
20, 50, 0
20, 50, 3
20, 51, 0
20, 51, 1
20, 52, 1
20, 52, 2
20, 53, 2
20, 53, 3
20, 40, 0
20, 40, 1
20, 40, 3
20, 41, 0
20, 41, 1
20, 41, 2
20, 42, 1
20, 42, 2
20, 42, 3
20, 43, 0
20, 43, 2
20, 43, 3
20, 20, 0
20, 20, 1
20, 20, 2
20, 20, 3
